municipio,br,km,tipo_acidente,causa_acidente,tracado_via,tipo_pista,fase_dia,condicao_metereologica,veiculos,pessoas,ilesos,feridos,feridos_graves,feridos_leves,mortos,ignorados
Capixaba,317,153,Colisão Com Bicicleta,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,4,3,0,0,0,1,0
Capixaba,317,154,Colisão Lateral,Outras,Reta,Simples,Plena Noite,Ceu Claro,3,3,2,0,0,0,1,0
Capixaba,317,164.9,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Anoitecer,Ceu Claro,1,2,1,0,0,0,1,0
Capixaba,317,167,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ignorada,1,3,1,1,0,1,1,0
Capixaba,317,174.5,Saída De Pista,Dormindo,Reta,Simples,Pleno Dia,Chuva,1,2,0,1,0,1,1,0
Capixaba,317,184,Atropelamento De Animal,Animais Na Pista,Reta,Simples,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Capixaba,317,190,Saída De Pista,Outras,Reta,Simples,Pleno Dia,Sol,1,1,0,0,0,0,1,0
Caracarai,174,239,Capotamento,Velocidade Incompatível,Reta,Simples,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Caracarai,174,248,Capotamento,Falta De Atenção,Curva,Simples,Pleno Dia,Chuva,1,4,0,3,1,2,1,0
Caracarai,174,262,Capotamento,Defeito Na Via,Reta,Simples,Anoitecer,Ceu Claro,1,5,3,1,0,1,1,0
Caracarai,174,274,Saída De Pista,Dormindo,Reta,Simples,Amanhecer,Ceu Claro,1,41,0,1,0,1,1,39
Caracarai,174,292,Colisão Lateral,Outras,Curva,Simples,Plena Noite,Ignorada,2,2,1,0,0,0,1,0
Caracarai,174,292,Saída De Pista,Dormindo,Reta,Simples,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Caracarai,174,294,Saída De Pista,Dormindo,Reta,Simples,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Caracarai,174,309,Tombamento,Outras,Reta,Simples,Plena Noite,Nublado,1,46,9,26,16,10,1,10
Caracarai,174,318,Saída De Pista,Velocidade Incompatível,Curva,Simples,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Caracarai,174,322,Colisão Frontal,Falta De Atenção,Reta,Simples,Anoitecer,Ignorada,2,2,1,0,0,0,1,0
Caracarai,174,342,Colisão Com Bicicleta,Falta De Atenção,Reta,Simples,Pleno Dia,Ignorada,2,3,2,0,0,0,1,0
Caracarai,174,345,Colisão Frontal,Falta De Atenção,Reta,Simples,Pleno Dia,Nublado,2,2,1,0,0,0,1,0
Caracarai,174,353,Saída De Pista,Outras,Reta,Simples,Anoitecer,Nublado,1,1,0,0,0,0,1,0
Caracarai,174,357,Capotamento,Velocidade Incompatível,Curva,Simples,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Caracarai,174,359,Saída De Leito Carroçável,Pista Escorregadia,Reta,Simples,Pleno Dia,Chuva,1,1,0,0,0,0,1,0
Caracarai,174,362,Saída De Pista,Outras,Reta,Simples,Plena Noite,Ignorada,1,1,0,0,0,0,1,0
Caracarai,174,366,Saída De Pista,Ingestão De Álcool,Reta,Simples,Anoitecer,Nublado,1,4,0,3,3,0,1,0
Caracarai,174,367,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Simples,Plena Noite,Nublado,1,3,1,0,0,0,1,1
Caracarai,174,369,Colisão Transversal,Falta De Atenção À Condução,Curva,Simples,Plena Noite,Céu Claro,2,2,1,0,0,0,1,0
Caracarai,174,375,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Caracarai,174,3037,Saída De Leito Carroçável,Ingestão De Álcool,Curva,Simples,Pleno Dia,Céu Claro,1,1,0,0,0,0,1,0
Caracarai,174,3563,Colisão Traseira,Defeito Mecânico Em Veículo,Reta,Simples,Plena Noite,Chuva,2,3,1,1,1,0,1,0
Caracarai,174,3712,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Simples,Pleno Dia,Chuva,1,3,1,0,0,0,1,1
Caracol,267,591,Saída De Pista,Ingestão De Álcool,Reta,Simples,Plena Noite,Ceu Claro,1,6,0,5,2,3,1,0
Carai,116,181,Saída De Leito Carroçável,Falta De Atenção À Condução,Curva,Simples,Plena Noite,Céu Claro,1,1,0,0,0,0,1,0
Carai,116,181,Saída De Pista,Dormindo,Curva,Simples,Plena Noite,Nublado,1,5,0,4,0,4,1,0
Carai,116,181.2,Atropelamento De Pessoa,Falta De Atenção,Curva,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carai,116,181.5,Saída De Pista,Velocidade Incompatível,Reta,Simples,Pleno Dia,Nublado,1,2,0,1,0,1,1,0
Carai,116,182.8,Colisão Lateral,Outras,Reta,Simples,Amanhecer,Chuva,2,2,1,0,0,0,1,0
Carai,116,183.1,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Plena Noite,Nublado,2,3,0,2,0,2,1,0
Carai,116,184.2,Capotamento,Outras,Curva,Simples,Pleno Dia,Nevoeiro/Neblina,1,2,0,1,0,1,1,0
Carai,116,185.4,Colisão Traseira,Outras,Curva,Simples,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Carai,116,185.4,Tombamento,Outras,Reta,Simples,Plena Noite,Nublado,1,2,0,1,0,1,1,0
Carai,116,185.7,Saída De Pista,Outras,Curva,Simples,Plena Noite,Ceu Claro,1,2,0,1,0,1,1,0
Carai,116,187,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,3,2,0,0,0,1,0
Carai,116,189.5,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ignorada,1,2,0,0,0,0,1,1
Carai,116,189.5,Saída De Pista,Falta De Atenção,Reta,Simples,Pleno Dia,Sol,1,6,1,4,0,4,1,0
Carai,116,189.5,Saída De Pista,Outras,Reta,Simples,Amanhecer,Nublado,1,1,0,0,0,0,1,0
Carai,116,189.6,Capotamento,Defeito Mecânico Em Veículo,Reta,Simples,Amanhecer,Chuva,1,4,0,3,2,1,1,0
Carai,116,189.9,Colisão Frontal,Outras,Curva,Simples,Plena Noite,Nublado,2,2,1,0,0,0,1,0
Carai,116,190.5,Saída De Pista,Outras,Curva,Simples,Plena Noite,Ignorada,2,3,1,1,0,1,1,0
Carai,116,192.4,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carai,116,193,Atropelamento De Pessoa,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Sol,2,4,2,1,1,0,1,0
Carai,116,193.1,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Chuva,2,2,1,0,0,0,1,0
Carai,116,193.5,Colisão Com Objeto Fixo,Falta De Atenção,Reta,Simples,Amanhecer,Ceu Claro,2,2,1,0,0,0,1,0
Carai,116,193.5,Queda De Motocicleta / Bicicleta / Veículo,Ingestão De Álcool,Reta,Simples,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Carai,116,193.7,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carai,116,202.9,Colisão Lateral,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Carai,116,204.3,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Nublado,2,3,0,1,0,1,1,1
Carai,116,205.3,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Chuva,2,8,1,6,1,5,1,0
Carai,116,229,Saída De Leito Carroçável,Pista Escorregadia,Não Informado,Simples,Plena Noite,Chuva,1,4,0,3,1,2,1,0
Carai,116,1799,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Simples,Plena Noite,Céu Claro,1,2,0,0,0,0,1,1
Carai,116,1802,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Céu Claro,2,2,1,0,0,0,1,0
Carai,116,1855,Colisão Transversal,Desobediência Às Normas De Trânsito Pelo Condutor,Curva,Simples,Pleno Dia,Céu Claro,2,4,2,0,0,0,1,1
Carai,116,1856,Colisão Frontal,Condutor Dormindo,Curva,Simples,Plena Noite,Céu Claro,2,3,0,2,2,0,1,0
Carai,116,1867,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Simples,Amanhecer,Céu Claro,1,2,1,0,0,0,1,0
Carai,116,1883,Saída De Leito Carroçável,Condutor Dormindo,Reta,Simples,Plena Noite,Céu Claro,1,1,0,0,0,0,1,0
Carai,116,1916,Colisão Frontal,Desobediência Às Normas De Trânsito Pelo Condutor,Reta,Simples,Plena Noite,Céu Claro,2,2,1,0,0,0,1,0
Carai,116,1946,Colisão Com Objeto Estático,Objeto Estático Sobre O Leito Carroçável,Curva,Simples,Pleno Dia,Céu Claro,1,3,0,0,0,0,1,2
Carai,116,1954,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Simples,Plena Noite,Céu Claro,1,2,0,0,0,0,1,1
Carai,116,2022,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carai,116,2065,Saída De Leito Carroçável,Falta De Atenção À Condução,Reta,Simples,Plena Noite,Céu Claro,1,4,0,3,0,3,1,0
Carandai,40,4.5,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Carandai,40,656.3,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carandai,40,657.4,Colisão Com Bicicleta,Falta De Atenção,Reta,Simples,Pleno Dia,Nublado,3,3,1,1,1,0,1,0
Carandai,40,657.7,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Chuva,2,2,0,1,0,1,1,0
Carandai,40,659.7,Colisão Transversal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,2,3,1,1,0,1,1,0
Carandai,40,660,Colisão Com Objeto Estático,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Céu Claro,1,3,0,0,0,0,1,2
Carandai,40,660.4,Saída De Pista,Outras,Curva,Simples,Pleno Dia,Chuva,1,1,0,0,0,0,1,0
Carandai,40,660.5,Colisão Lateral,Velocidade Incompatível,Reta,Simples,Pleno Dia,Nublado,3,3,2,0,0,0,1,0
Carandai,40,660.5,Saída De Pista,Velocidade Incompatível,Curva,Simples,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Carandai,40,660.8,Saída De Pista,Outras,Curva,Simples,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Carandai,40,661,Colisão Lateral,Falta De Atenção,Curva,Simples,Pleno Dia,Ceu Claro,2,4,0,3,1,2,1,0
Carandai,40,661,Saída De Pista,Velocidade Incompatível,Curva,Simples,Plena Noite,Nublado,1,2,0,1,0,1,1,0
Carandai,40,661.9,Saída De Pista,Outras,Curva,Simples,Plena Noite,Chuva,1,2,0,1,0,1,1,0
Carandai,40,662.9,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,2,7,1,5,3,2,1,0
Carandai,40,663.9,Colisão Frontal,Outras,Curva,Simples,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Carandai,40,664,Colisão Transversal,Outras,Reta,Simples,Pleno Dia,Chuva,5,12,2,9,6,3,1,0
Carandai,40,664.9,Colisão Frontal,Falta De Atenção,Curva,Simples,Amanhecer,Nevoeiro/Neblina,3,4,0,3,1,2,1,0
Carandai,40,665.8,Colisão Lateral,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,2,0,1,0,1,1,0
Carandai,40,666.6,Atropelamento De Pessoa,Falta De Atenção,Curva,Simples,Plena Noite,Nublado,1,3,2,0,0,0,1,0
Carandai,40,667,Colisão Frontal,Outras,Curva,Simples,Pleno Dia,Chuva,2,5,0,4,0,4,1,0
Carandai,40,667.4,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Plena Noite,Chuva,1,2,1,0,0,0,1,0
Carandai,40,667.5,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carandai,40,667.5,Colisão Transversal,Desobediência À Sinalização,Curva,Simples,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Carandai,40,667.6,Atropelamento De Pessoa,Outras,Curva,Simples,Pleno Dia,Ceu Claro,1,5,0,4,1,3,1,0
Carandai,40,667.9,Atropelamento De Pessoa,Falta De Atenção,Curva,Simples,Plena Noite,Ignorada,1,2,1,0,0,0,1,0
Carandai,40,667.9,Colisão Lateral,Velocidade Incompatível,Reta,Simples,Plena Noite,Ceu Claro,2,7,1,5,1,4,1,0
Carandai,40,667.9,Queda De Motocicleta / Bicicleta / Veículo,Outras,Reta,Simples,Plena Noite,Chuva,1,2,0,1,1,0,1,0
Carandai,40,668,Atropelamento De Pessoa,Falta De Atenção,Curva,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Carandai,40,668,Atropelamento De Pessoa,Outras,Curva,Simples,Pleno Dia,Nublado,1,2,1,0,0,0,1,0
Carandai,40,668,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carandai,40,668,Colisão Transversal,Desobediência À Sinalização,Reta,Duplicada,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Carandai,40,668.2,Colisão Traseira,Velocidade Incompatível,Curva,Simples,Plena Noite,Ceu Claro,3,8,2,5,5,0,1,0
Carandai,40,668.8,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carandai,40,669,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,3,2,0,0,0,1,0
Carandai,40,669.3,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Carandai,40,669.5,Saída De Pista,Outras,Curva,Simples,Pleno Dia,Chuva,1,2,0,1,1,0,1,0
Carandai,40,669.5,Saída De Pista,Outras,Curva,Simples,Pleno Dia,Nevoeiro/Neblina,1,5,0,4,2,2,1,0
Carandai,40,670,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Nublado,2,4,1,2,2,0,1,0
Carandai,40,670,Saída De Pista,Ingestão De Álcool,Curva,Simples,Plena Noite,Ceu Claro,1,2,0,1,1,0,1,0
Carandai,40,671.8,Colisão Transversal,Desobediência À Sinalização,Reta,Simples,Plena Noite,Ceu Claro,2,3,1,1,0,1,1,0
Carandai,40,672.1,Saída De Pista,Outras,Reta,Simples,Pleno Dia,Sol,1,1,0,0,0,0,1,0
Carandai,40,672.2,Capotamento,Outras,Curva,Simples,Plena Noite,Ceu Claro,1,3,1,1,1,0,1,0
Carandai,40,672.5,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Chuva,1,2,1,0,0,0,1,0
Carandai,40,673,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,3,0,1,1,0,1,1
Carandai,40,674.7,Tombamento,Outras,Reta,Simples,Pleno Dia,Ceu Claro,2,4,0,3,1,2,1,0
Carandai,40,675.5,Colisão Traseira,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Carandai,40,676.8,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Nublado,2,5,0,4,2,2,1,0
Carandai,40,677.3,Atropelamento De Pessoa,Outras,Reta,Simples,Pleno Dia,Ceu Claro,1,3,1,1,0,1,1,0
Carandai,40,677.5,Saída De Pista,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,1,1,0,1,0
Carandai,40,679.1,Saída De Pista,Outras,Curva,Simples,Amanhecer,Ceu Claro,1,1,0,0,0,0,1,0
Carandai,40,680,Colisão Lateral,Outras,Curva,Simples,Pleno Dia,Chuva,3,4,2,1,0,1,1,0
Carandai,40,6575,Saída De Pista,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,1,4,0,3,2,1,1,0
Carandai,40,6641,Colisão Frontal,Desobediência À Sinalização,Reta,Simples,Anoitecer,Nublado,3,5,1,3,3,0,1,0
Carandai,40,6678,Saída De Leito Carroçável,Condutor Dormindo,Reta,Simples,Plena Noite,Céu Claro,1,5,0,4,1,3,1,0
Carandai,40,6679,Atropelamento De Pessoa,Outras,Curva,Simples,Plena Noite,Nublado,1,2,1,0,0,0,1,0
Carandai,40,6681,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Curva,Simples,Anoitecer,Céu Claro,2,4,1,1,0,1,1,1
Carandai,40,6682,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Simples,Plena Noite,Céu Claro,1,2,1,0,0,0,1,0
Carandai,40,6693,Colisão Lateral,Falta De Atenção,Reta,Simples,Anoitecer,Ceu Claro,2,2,1,0,0,0,1,0
Carandai,40,6776,Colisão Traseira,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Céu Claro,2,4,0,1,0,1,1,2
Carapebus,101,129,Colisão Frontal,Outras,Reta,Simples,Amanhecer,Ceu Claro,2,3,1,1,0,1,1,0
Carapebus,101,134,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Chuva,1,2,0,0,0,0,1,1
Carapebus,101,135,Atropelamento De Pessoa,Outras,Reta,Simples,Amanhecer,Nublado,1,2,0,0,0,0,1,1
Carapebus,101,135,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,6,0,5,4,1,1,0
Carapebus,101,136,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Plena Noite,Ceu Claro,2,4,1,2,1,1,1,0
Carapebus,101,136,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Chuva,2,4,0,3,2,1,1,0
Carapebus,101,137,Colisão Frontal,Outras,Curva,Simples,Amanhecer,Nublado,2,2,1,0,0,0,1,0
Carapebus,101,138,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carapebus,101,138.6,Atropelamento De Pessoa,Falta De Atenção,Cruzamento,Simples,Plena Noite,Ceu Claro,1,3,2,0,0,0,1,0
Carapebus,101,140,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Carapebus,101,140,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Amanhecer,Ceu Claro,2,2,1,0,0,0,1,0
Caratinga,116,479.4,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Nublado,2,3,1,1,1,0,1,0
Caratinga,116,496.9,Colisão Lateral,Outras,Curva,Simples,Plena Noite,Chuva,2,2,1,0,0,0,1,0
Caratinga,116,510.5,Colisão Lateral,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,2,3,1,1,1,0,1,0
Caratinga,116,519.5,Colisão Com Bicicleta,Outras,Reta,Simples,Amanhecer,Nublado,2,2,1,0,0,0,1,0
Caratinga,116,519.5,Colisão Traseira,Não Guardar Distância De Segurança,Reta,Simples,Plena Noite,Ceu Claro,3,7,5,1,0,1,1,0
Caratinga,116,520,Colisão Transversal,Falta De Atenção,Cruzamento,Simples,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Caratinga,116,520,Queda De Motocicleta / Bicicleta / Veículo,Outras,Curva,Duplicada,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Caratinga,116,520.1,Colisão Lateral,Falta De Atenção,Curva,Simples,Plena Noite,Ceu Claro,2,4,1,2,1,1,1,0
Caratinga,116,520.5,Colisão Com Objeto Fixo,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,4,0,3,2,1,1,0
Caratinga,116,521,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Nublado,3,3,2,0,0,0,1,0
Caratinga,116,521,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Ceu Claro,3,3,2,0,0,0,1,0
Caratinga,116,521.6,Colisão Traseira,Não Guardar Distância De Segurança,Reta,Simples,Amanhecer,Ceu Claro,2,2,1,0,0,0,1,0
Caratinga,116,521.6,Saída De Pista,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Caratinga,116,521.8,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Plena Noite,Nublado,1,2,1,0,0,0,1,0
Caratinga,116,523.1,Colisão Lateral,Desobediência À Sinalização,Reta,Simples,Anoitecer,Ceu Claro,2,2,1,0,0,0,1,0
Caratinga,116,523.8,Colisão Frontal,Outras,Curva,Simples,Plena Noite,Nublado,2,3,0,2,2,0,1,0
Caratinga,116,524,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,3,0,2,2,0,1,0
Caratinga,116,525.4,Queda De Motocicleta / Bicicleta / Veículo,Outras,Curva,Simples,Plena Noite,Ceu Claro,2,3,1,1,1,0,1,0
Caratinga,116,526.2,Colisão Com Objeto Fixo,Ingestão De Álcool,Curva,Simples,Plena Noite,Ceu Claro,1,5,0,4,0,4,1,0
Caratinga,116,527,Atropelamento De Pessoa,Ingestão De Álcool,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Caratinga,116,527,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Chuva,1,2,1,0,0,0,1,0
Caratinga,116,527,Atropelamento De Pessoa,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Nublado,1,2,0,1,1,0,1,0
Caratinga,116,527.5,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ceu Claro,1,2,0,0,0,0,1,1
Caratinga,116,527.5,Colisão Transversal,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ceu Claro,2,2,0,1,0,1,1,0
Caratinga,116,527.6,Atropelamento De Pessoa,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Ceu Claro,1,2,0,1,0,1,1,0
Caratinga,116,527.7,Atropelamento De Pessoa,Ingestão De Álcool,Reta,Simples,Plena Noite,Nublado,1,2,0,1,0,1,1,0
Caratinga,116,528,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Chuva,1,2,1,0,0,0,1,0
Caratinga,116,528,Colisão Frontal,Outras,Reta,Simples,Amanhecer,Nublado,2,2,0,1,1,0,1,0
Caratinga,116,528.5,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Nublado,2,6,0,5,4,1,1,0
Caratinga,116,528.9,Atropelamento De Pessoa,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Nublado,1,3,0,2,2,0,1,0
Caratinga,116,529.6,Colisão Frontal,Dormindo,Reta,Simples,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Caratinga,116,529.6,Colisão Transversal,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Caratinga,116,530,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Nublado,1,2,1,0,0,0,1,0
Caratinga,116,530.5,Saída De Pista,Outras,Reta,Simples,Pleno Dia,Sol,1,2,0,1,1,0,1,0
Caratinga,116,531.1,Colisão Frontal,Falta De Atenção,Reta,Simples,Pleno Dia,Chuva,6,9,2,6,1,5,1,0
Caratinga,116,532.1,Colisão Frontal,Ingestão De Álcool,Curva,Simples,Anoitecer,Ceu Claro,2,2,1,0,0,0,1,0
Caratinga,116,532.2,Colisão Frontal,Desobediência À Sinalização,Reta,Simples,Plena Noite,Ceu Claro,2,4,1,2,2,0,1,0
Caratinga,116,532.2,Colisão Frontal,Dormindo,Curva,Simples,Plena Noite,Nevoeiro/Neblina,2,2,1,0,0,0,1,0
Caratinga,116,532.2,Queda De Motocicleta / Bicicleta / Veículo,Outras,Curva,Simples,Pleno Dia,Ceu Claro,1,2,0,1,1,0,1,0
Caratinga,116,533.6,Colisão Frontal,Ingestão De Álcool,Reta,Simples,Plena Noite,Nublado,2,2,1,0,0,0,1,0
Caratinga,116,533.9,Colisão Frontal,Defeito Mecânico Em Veículo,Curva,Simples,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Caratinga,116,534.2,Colisão Com Bicicleta,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Caratinga,116,547,Atropelamento De Pessoa,Ingestão De Álcool,Curva,Simples,Plena Noite,Nublado,1,2,1,0,0,0,1,0
Caratinga,116,4823,Atropelamento De Animal,Animais Na Pista,Reta,Simples,Plena Noite,Nublado,1,1,0,0,0,0,1,0
Caratinga,116,5206,Colisão Frontal,Ingestão De Álcool,Reta,Simples,Pleno Dia,Céu Claro,2,4,1,1,0,1,1,1
Caratinga,116,5222,Colisão Com Bicicleta,Outras,Reta,Simples,Anoitecer,Ceu Claro,2,3,2,0,0,0,1,0
Caratinga,116,5242,Colisão Transversal,Desobediência À Sinalização,Reta,Simples,Pleno Dia,Sol,3,3,2,0,0,0,1,0
Caratinga,116,5268,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Caratinga,116,5292,Saída De Leito Carroçável,Ingestão De Álcool,Curva,Duplicada,Plena Noite,Céu Claro,1,3,0,1,0,1,1,1
Caratinga,116,5311,Atropelamento De Animal,Animais Na Pista,Reta,Simples,Plena Noite,Nublado,1,2,0,1,1,0,1,0
Caratinga,116,5316,Colisão Frontal,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Céu Claro,2,4,0,3,2,1,1,0
Caratinga,116,5316,Saída De Leito Carroçável,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Sol,1,1,0,0,0,0,1,0
Caratinga,116,5318,Colisão Frontal,Ingestão De Álcool,Reta,Simples,Plena Noite,Nublado,2,3,1,0,0,0,1,1
Caratinga,116,5321,Colisão Transversal,Desobediência À Sinalização,Reta,Simples,Plena Noite,Nublado,2,3,1,1,0,1,1,0
Caratinga,116,5325,Colisão Transversal,Velocidade Incompatível,Reta,Simples,Plena Noite,Ceu Claro,2,3,2,0,0,0,1,0
Caratinga,116,5326,Colisão Traseira,Falta De Atenção À Condução,Reta,Simples,Plena Noite,Chuva,2,2,0,1,0,1,1,0
Caratinga,474,129,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,1,3,1,1,1,0,1,0
Caratinga,474,134.9,Saída De Pista,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Sol,1,2,0,1,0,1,1,0
Caratinga,474,137.5,Colisão Frontal,Outras,Curva,Simples,Plena Noite,Nublado,3,5,1,3,0,3,1,0
Caratinga,474,156,Colisão Com Objeto Fixo,Velocidade Incompatível,Curva,Simples,Plena Noite,Nublado,1,1,0,0,0,0,1,0
Caratinga,474,158.2,Tombamento,Defeito Mecânico Em Veículo,Curva,Simples,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Caratinga,474,158.3,Saída De Pista,Velocidade Incompatível,Curva,Simples,Plena Noite,Nublado,1,2,0,1,1,0,1,0
Caratinga,474,159,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Pleno Dia,Sol,2,3,2,0,0,0,1,0
Caraubas Do Piaui,343,86,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ignorada,1,2,0,0,0,0,1,1
Caraubas Do Piaui,343,87.5,Saída De Pista,Ingestão De Álcool,Curva,Simples,Pleno Dia,Sol,1,1,0,0,0,0,1,0
Caraubas Do Piaui,343,94.9,Capotamento,Velocidade Incompatível,Curva,Simples,Plena Noite,Ceu Claro,1,4,2,1,0,1,1,0
